ID,FIPS,State,County,Full,RISK_Covid19,CASES_Covid19,DEATH_Covid19,AOD_Satellite,TEMP_Satellite,RH_Satellite,HOSPI_Covid19,ICU_Covid19,ALL
633,17077,IL,Jackson County,"Jackson County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
634,17079,IL,Jasper County,"Jasper County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
635,17081,IL,Jefferson County,"Jefferson County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
636,17083,IL,Jersey County,"Jersey County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
637,17085,IL,Jo Daviess County,"Jo Daviess County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
638,17087,IL,Johnson County,"Johnson County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
639,17089,IL,Kane County,"Kane County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
640,17091,IL,Kankakee County,"Kankakee County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
641,17093,IL,Kendall County,"Kendall County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
642,17095,IL,Knox County,"Knox County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
643,17097,IL,Lake County,"Lake County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
644,17099,IL,LaSalle County,"LaSalle County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
645,17101,IL,Lawrence County,"Lawrence County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
646,17103,IL,Lee County,"Lee County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
647,17105,IL,Livingston County,"Livingston County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
648,17107,IL,Logan County,"Logan County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
649,17109,IL,McDonough County,"McDonough County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
650,17111,IL,McHenry County,"McHenry County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
651,17113,IL,McLean County,"McLean County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
652,17115,IL,Macon County,"Macon County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
653,17117,IL,Macoupin County,"Macoupin County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
654,17119,IL,Madison County,"Madison County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
655,17121,IL,Marion County,"Marion County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
656,17123,IL,Marshall County,"Marshall County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
657,17125,IL,Mason County,"Mason County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
658,17127,IL,Massac County,"Massac County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
659,17129,IL,Menard County,"Menard County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
660,17131,IL,Mercer County,"Mercer County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
661,17133,IL,Monroe County,"Monroe County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
662,17135,IL,Montgomery County,"Montgomery County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
663,17137,IL,Morgan County,"Morgan County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
664,17139,IL,Moultrie County,"Moultrie County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
665,17141,IL,Ogle County,"Ogle County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
666,17143,IL,Peoria County,"Peoria County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
667,17145,IL,Perry County,"Perry County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
668,17147,IL,Piatt County,"Piatt County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
669,17149,IL,Pike County,"Pike County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
670,17151,IL,Pope County,"Pope County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
671,17153,IL,Pulaski County,"Pulaski County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
672,17155,IL,Putnam County,"Putnam County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
673,17157,IL,Randolph County,"Randolph County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
674,17159,IL,Richland County,"Richland County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
675,17161,IL,Rock Island County,"Rock Island County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
676,17163,IL,St. Clair County,"St. Clair County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
677,17165,IL,Saline County,"Saline County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
678,17167,IL,Sangamon County,"Sangamon County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
679,17169,IL,Schuyler County,"Schuyler County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
680,17171,IL,Scott County,"Scott County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
681,17173,IL,Shelby County,"Shelby County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
682,17175,IL,Stark County,"Stark County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
683,17177,IL,Stephenson County,"Stephenson County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
684,17179,IL,Tazewell County,"Tazewell County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685,17181,IL,Union County,"Union County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
686,17183,IL,Vermilion County,"Vermilion County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
687,17185,IL,Wabash County,"Wabash County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
688,17187,IL,Warren County,"Warren County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
689,17189,IL,Washington County,"Washington County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
690,17191,IL,Wayne County,"Wayne County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
691,17193,IL,White County,"White County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
692,17195,IL,Whiteside County,"Whiteside County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
693,17197,IL,Will County,"Will County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
694,17199,IL,Williamson County,"Williamson County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
695,17201,IL,Winnebago County,"Winnebago County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
696,17203,IL,Woodford County,"Woodford County, IL",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
697,18001,IN,Adams County,"Adams County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
698,18003,IN,Allen County,"Allen County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
699,18005,IN,Bartholomew County,"Bartholomew County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
700,18007,IN,Benton County,"Benton County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
701,18009,IN,Blackford County,"Blackford County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
702,18011,IN,Boone County,"Boone County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
703,18013,IN,Brown County,"Brown County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
704,18015,IN,Carroll County,"Carroll County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
705,18017,IN,Cass County,"Cass County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
706,18019,IN,Clark County,"Clark County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
707,18021,IN,Clay County,"Clay County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
708,18023,IN,Clinton County,"Clinton County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
709,18025,IN,Crawford County,"Crawford County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
710,18027,IN,Daviess County,"Daviess County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
711,18029,IN,Dearborn County,"Dearborn County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
712,18031,IN,Decatur County,"Decatur County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
713,18033,IN,DeKalb County,"DeKalb County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
714,18035,IN,Delaware County,"Delaware County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
715,18037,IN,Dubois County,"Dubois County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
716,18039,IN,Elkhart County,"Elkhart County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
717,18041,IN,Fayette County,"Fayette County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
718,18043,IN,Floyd County,"Floyd County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
719,18045,IN,Fountain County,"Fountain County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720,18047,IN,Franklin County,"Franklin County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
721,18049,IN,Fulton County,"Fulton County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
722,18051,IN,Gibson County,"Gibson County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
723,18053,IN,Grant County,"Grant County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
724,18055,IN,Greene County,"Greene County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
725,18057,IN,Hamilton County,"Hamilton County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
726,18059,IN,Hancock County,"Hancock County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
727,18061,IN,Harrison County,"Harrison County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
728,18063,IN,Hendricks County,"Hendricks County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
729,18065,IN,Henry County,"Henry County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
730,18067,IN,Howard County,"Howard County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
731,18069,IN,Huntington County,"Huntington County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
732,18071,IN,Jackson County,"Jackson County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
733,18073,IN,Jasper County,"Jasper County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
734,18075,IN,Jay County,"Jay County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
735,18077,IN,Jefferson County,"Jefferson County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
736,18079,IN,Jennings County,"Jennings County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
737,18081,IN,Johnson County,"Johnson County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
738,18083,IN,Knox County,"Knox County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
739,18085,IN,Kosciusko County,"Kosciusko County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
740,18087,IN,LaGrange County,"LaGrange County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
741,18089,IN,Lake County,"Lake County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
742,18091,IN,LaPorte County,"LaPorte County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
743,18093,IN,Lawrence County,"Lawrence County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
744,18095,IN,Madison County,"Madison County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
745,18097,IN,Marion County,"Marion County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
746,18099,IN,Marshall County,"Marshall County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
747,18101,IN,Martin County,"Martin County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
748,18103,IN,Miami County,"Miami County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
749,18105,IN,Monroe County,"Monroe County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
750,18107,IN,Montgomery County,"Montgomery County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
751,18109,IN,Morgan County,"Morgan County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
752,18111,IN,Newton County,"Newton County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
753,18113,IN,Noble County,"Noble County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
754,18115,IN,Ohio County,"Ohio County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
755,18117,IN,Orange County,"Orange County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
756,18119,IN,Owen County,"Owen County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
757,18121,IN,Parke County,"Parke County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
758,18123,IN,Perry County,"Perry County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
759,18125,IN,Pike County,"Pike County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
760,18127,IN,Porter County,"Porter County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
761,18129,IN,Posey County,"Posey County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
762,18131,IN,Pulaski County,"Pulaski County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
763,18133,IN,Putnam County,"Putnam County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
764,18135,IN,Randolph County,"Randolph County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
765,18137,IN,Ripley County,"Ripley County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
766,18139,IN,Rush County,"Rush County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
767,18141,IN,St. Joseph County,"St. Joseph County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
768,18143,IN,Scott County,"Scott County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
769,18145,IN,Shelby County,"Shelby County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
770,18147,IN,Spencer County,"Spencer County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
771,18149,IN,Starke County,"Starke County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
772,18151,IN,Steuben County,"Steuben County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
773,18153,IN,Sullivan County,"Sullivan County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
774,18155,IN,Switzerland County,"Switzerland County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
775,18157,IN,Tippecanoe County,"Tippecanoe County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
776,18159,IN,Tipton County,"Tipton County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
777,18161,IN,Union County,"Union County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
778,18163,IN,Vanderburgh County,"Vanderburgh County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
779,18165,IN,Vermillion County,"Vermillion County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
780,18167,IN,Vigo County,"Vigo County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
781,18169,IN,Wabash County,"Wabash County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
782,18171,IN,Warren County,"Warren County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
783,18173,IN,Warrick County,"Warrick County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
784,18175,IN,Washington County,"Washington County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
785,18177,IN,Wayne County,"Wayne County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
786,18179,IN,Wells County,"Wells County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
787,18181,IN,White County,"White County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
788,18183,IN,Whitley County,"Whitley County, IN",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
789,19001,IA,Adair County,"Adair County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
790,19003,IA,Adams County,"Adams County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
791,19005,IA,Allamakee County,"Allamakee County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
792,19007,IA,Appanoose County,"Appanoose County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
793,19009,IA,Audubon County,"Audubon County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,19011,IA,Benton County,"Benton County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
795,19013,IA,Black Hawk County,"Black Hawk County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
796,19015,IA,Boone County,"Boone County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
797,19017,IA,Bremer County,"Bremer County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,19019,IA,Buchanan County,"Buchanan County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
799,19021,IA,Buena Vista County,"Buena Vista County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
800,19023,IA,Butler County,"Butler County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
801,19025,IA,Calhoun County,"Calhoun County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
802,19027,IA,Carroll County,"Carroll County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
803,19029,IA,Cass County,"Cass County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
804,19031,IA,Cedar County,"Cedar County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
805,19033,IA,Cerro Gordo County,"Cerro Gordo County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
806,19035,IA,Cherokee County,"Cherokee County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
807,19037,IA,Chickasaw County,"Chickasaw County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
808,19039,IA,Clarke County,"Clarke County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
809,19041,IA,Clay County,"Clay County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
810,19043,IA,Clayton County,"Clayton County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
811,19045,IA,Clinton County,"Clinton County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
812,19047,IA,Crawford County,"Crawford County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
813,19049,IA,Dallas County,"Dallas County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
814,19051,IA,Davis County,"Davis County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
815,19053,IA,Decatur County,"Decatur County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
816,19055,IA,Delaware County,"Delaware County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
817,19057,IA,Des Moines County,"Des Moines County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
818,19059,IA,Dickinson County,"Dickinson County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
819,19061,IA,Dubuque County,"Dubuque County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
820,19063,IA,Emmet County,"Emmet County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
821,19065,IA,Fayette County,"Fayette County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
822,19067,IA,Floyd County,"Floyd County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
823,19069,IA,Franklin County,"Franklin County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
824,19071,IA,Fremont County,"Fremont County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
825,19073,IA,Greene County,"Greene County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
826,19075,IA,Grundy County,"Grundy County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
827,19077,IA,Guthrie County,"Guthrie County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
828,19079,IA,Hamilton County,"Hamilton County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
829,19081,IA,Hancock County,"Hancock County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
830,19083,IA,Hardin County,"Hardin County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
831,19085,IA,Harrison County,"Harrison County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
832,19087,IA,Henry County,"Henry County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
833,19089,IA,Howard County,"Howard County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
834,19091,IA,Humboldt County,"Humboldt County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
835,19093,IA,Ida County,"Ida County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836,19095,IA,Iowa County,"Iowa County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
837,19097,IA,Jackson County,"Jackson County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838,19099,IA,Jasper County,"Jasper County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
839,19101,IA,Jefferson County,"Jefferson County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
840,19103,IA,Johnson County,"Johnson County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
841,19105,IA,Jones County,"Jones County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
842,19107,IA,Keokuk County,"Keokuk County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
843,19109,IA,Kossuth County,"Kossuth County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
844,19111,IA,Lee County,"Lee County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
845,19113,IA,Linn County,"Linn County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
846,19115,IA,Louisa County,"Louisa County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847,19117,IA,Lucas County,"Lucas County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
848,19119,IA,Lyon County,"Lyon County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849,19121,IA,Madison County,"Madison County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
850,19123,IA,Mahaska County,"Mahaska County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
851,19125,IA,Marion County,"Marion County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
852,19127,IA,Marshall County,"Marshall County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
853,19129,IA,Mills County,"Mills County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
854,19131,IA,Mitchell County,"Mitchell County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,19133,IA,Monona County,"Monona County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
856,19135,IA,Monroe County,"Monroe County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
857,19137,IA,Montgomery County,"Montgomery County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
858,19139,IA,Muscatine County,"Muscatine County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
859,19141,IA,O'Brien County,"O'Brien County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,19143,IA,Osceola County,"Osceola County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
861,19145,IA,Page County,"Page County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
862,19147,IA,Palo Alto County,"Palo Alto County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
863,19149,IA,Plymouth County,"Plymouth County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
864,19151,IA,Pocahontas County,"Pocahontas County, IA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
