From,To,From_FIPS,To_FIPS
66,235,48133,48477
66,236,48133,48479
66,237,48133,48481
66,239,48133,48485
67,92,48135,48185
67,100,48135,48201
67,101,48135,48203
67,105,48135,48211
67,109,48135,48219
67,119,48135,48239
67,139,48135,48283
67,141,48135,48287
67,151,48135,48309
67,159,48135,48325
67,174,48135,48355
67,179,48135,48365
67,181,48135,48369
67,197,48135,48401
67,202,48135,48411
67,204,48135,48415
67,222,48135,48451
67,231,48135,48469
67,235,48135,48477
68,75,48137,48151
68,77,48137,48155
68,121,48137,48243
68,155,48137,48317
68,156,48137,48319
68,188,48137,48383
68,207,48137,48421
68,214,48137,48435
69,78,48139,48157
69,93,48139,48187
69,110,48139,48221
69,125,48139,48251
69,128,48139,48257
69,147,48139,48299
69,161,48139,48329
69,166,48139,48339
69,176,48139,48359
69,180,48139,48367
69,187,48139,48381
69,216,48139,48439
69,242,48139,48491
69,243,48139,48493
70,72,48141,48145
70,80,48141,48161
70,81,48141,48163
70,88,48141,48177
70,89,48141,48179
70,94,48141,48189
70,103,48141,48207
70,107,48141,48215
70,108,48141,48217
70,109,48141,48219
70,112,48141,48225
70,113,48141,48227
70,114,48141,48229
70,122,48141,48245
70,124,48141,48249
70,134,48141,48273
70,137,48141,48279
70,143,48141,48291
70,144,48141,48293
70,151,48141,48309
70,157,48141,48321
70,158,48141,48323
70,170,48141,48347
70,171,48141,48349
70,173,48141,48353
70,174,48141,48355
70,178,48141,48363
70,183,48141,48373
70,185,48141,48377
70,197,48141,48401
70,199,48141,48405
70,201,48141,48409
70,215,48141,48437
70,219,48141,48445
70,221,48141,48449
70,225,48141,48457
70,228,48141,48463
70,229,48141,48465
70,231,48141,48469
70,236,48141,48479
70,237,48141,48481
70,240,48141,48487
70,241,48141,48489
70,249,48141,48505
70,250,48141,48507
71,73,48143,48147
71,102,48143,48205
71,222,48143,48451
71,232,48143,48471
72,81,48145,48163
72,89,48145,48179
72,94,48145,48189
72,107,48145,48215
72,109,48145,48219
72,112,48145,48225
72,113,48145,48227
72,122,48145,48245
72,127,48145,48255
72,134,48145,48273
72,143,48145,48291
72,144,48145,48293
72,153,48145,48313
72,157,48145,48321
72,170,48145,48347
72,173,48145,48353
72,183,48145,48373
72,199,48145,48405
72,225,48145,48457
72,229,48145,48465
72,236,48145,48479
72,241,48145,48489
73,74,48147,48149
73,83,48147,48167
73,104,48147,48209
73,118,48147,48237
73,119,48147,48239
73,125,48147,48251
73,126,48147,48253
73,159,48147,48325
73,176,48147,48359
73,204,48147,48415
73,222,48147,48451
73,235,48147,48477
74,222,48149,48451
75,77,48151,48155
75,156,48151,48319
75,188,48151,48383
75,207,48151,48421
75,214,48151,48435
76,95,48153,48191
76,97,48153,48195
76,98,48153,48197
76,123,48153,48247
76,135,48153,48275
76,137,48153,48279
76,149,48153,48305
76,150,48153,48307
76,163,48153,48333
76,168,48153,48343
76,181,48153,48369
76,192,48153,48391
76,200,48153,48407
76,201,48153,48409
76,206,48153,48419
76,210,48153,48427
76,221,48153,48449
76,224,48153,48455
76,238,48153,48483
77,154,48155,48315
77,156,48155,48319
77,188,48155,48383
77,207,48155,48421
77,226,48155,48459
78,129,48157,48259
78,166,48157,48339
78,195,48157,48397
78,242,48157,48491
79,111,48159,48223
79,116,48159,48233
79,130,48159,48263
79,138,48159,48281
79,145,48159,48295
79,147,48159,48299
79,152,48159,48311
79,169,48159,48345
79,205,48159,48417
79,212,48159,48431
79,230,48159,48467
79,245,48159,48497
79,246,48159,48499
79,248,48159,48503
80,88,48161,48177
80,89,48161,48179
80,101,48161,48203
80,103,48161,48207
80,106,48161,48213
80,107,48161,48215
80,108,48161,48217
80,109,48161,48219
80,112,48161,48225
80,122,48161,48245
80,124,48161,48249
80,136,48161,48277
80,137,48161,48279
80,141,48161,48287
80,143,48161,48291
80,144,48161,48293
80,149,48161,48305
80,151,48161,48309
80,157,48161,48321
80,162,48161,48331
80,163,48161,48333
80,168,48161,48343
80,171,48161,48349
80,173,48161,48353
80,178,48161,48363
80,179,48161,48365
80,181,48161,48369
80,183,48161,48373
80,192,48161,48391
80,194,48161,48395
80,197,48161,48401
80,199,48161,48405
80,201,48161,48409
80,202,48161,48411
80,206,48161,48419
80,211,48161,48429
80,215,48161,48437
80,224,48161,48455
80,228,48161,48463
80,229,48161,48465
80,231,48161,48469
80,236,48161,48479
80,237,48161,48481
80,240,48161,48487
80,241,48161,48489
80,249,48161,48505
81,88,48163,48177
81,89,48163,48179
81,94,48163,48189
81,103,48163,48207
81,107,48163,48215
81,109,48163,48219
81,112,48163,48225
81,113,48163,48227
81,114,48163,48229
81,122,48163,48245
81,124,48163,48249
81,134,48163,48273
81,143,48163,48291
81,144,48163,48293
81,157,48163,48321
81,158,48163,48323
81,170,48163,48347
81,171,48163,48349
81,173,48163,48353
81,183,48163,48373
81,185,48163,48377
81,199,48163,48405
81,215,48163,48437
81,219,48163,48445
81,225,48163,48457
81,228,48163,48463
81,229,48163,48465
81,236,48163,48479
81,237,48163,48481
81,241,48163,48489
81,249,48163,48505
81,250,48163,48507
82,84,48165,48169
82,119,48165,48239
82,126,48165,48253
82,154,48165,48315
82,164,48165,48335
82,167,48165,48341
82,175,48165,48357
82,181,48165,48369
82,202,48165,48411
82,203,48165,48413
82,204,48165,48415
82,234,48165,48475
82,244,48165,48495
82,247,48165,48501
83,100,48167,48201
83,104,48167,48209
83,105,48167,48211
83,125,48167,48251
83,148,48167,48303
83,161,48167,48329
83,166,48167,48339
83,208,48167,48423
83,216,48167,48439
83,217,48167,48441
83,222,48167,48451
83,223,48167,48453
84,118,48169,48237
84,126,48169,48253
84,127,48169,48255
84,133,48169,48271
84,146,48169,48297
84,164,48169,48335
84,167,48169,48341
84,175,48169,48357
84,191,48169,48389
84,202,48169,48411
84,204,48169,48415
84,232,48169,48471
84,233,48169,48473
84,234,48169,48475
84,244,48169,48495
86,121,48173,48243
87,101,48175,48203
87,106,48175,48213
87,118,48175,48237
87,119,48175,48239
87,141,48175,48287
87,142,48175,48289
87,154,48175,48315
87,160,48175,48327
87,162,48175,48331
87,165,48175,48337
87,168,48175,48343
87,179,48175,48365
87,181,48175,48369
87,194,48175,48395
87,202,48175,48411
87,224,48175,48455
87,226,48175,48459
87,230,48175,48467
88,89,48177,48179
88,94,48177,48189
88,103,48177,48207
88,108,48177,48217
88,109,48177,48219
88,112,48177,48225
88,122,48177,48245
88,124,48177,48249
88,134,48177,48273
88,136,48177,48277
88,137,48177,48279
88,143,48177,48291
88,144,48177,48293
88,157,48177,48321
88,171,48177,48349
88,173,48177,48353
88,174,48177,48355
88,178,48177,48363
88,183,48177,48373
88,201,48177,48409
88,215,48177,48437
88,219,48177,48445
88,228,48177,48463
88,229,48177,48465
88,231,48177,48469
88,237,48177,48481
88,240,48177,48487
89,92,48179,48185
89,94,48179,48189
89,101,48179,48203
89,103,48179,48207
89,106,48179,48213
89,107,48179,48215
89,108,48179,48217
89,109,48179,48219
89,112,48179,48225
89,113,48179,48227
89,122,48179,48245
89,124,48179,48249
89,127,48179,48255
89,134,48179,48273
89,137,48179,48279
89,139,48179,48283
89,141,48179,48287
89,143,48179,48291
89,144,48179,48293
89,151,48179,48309
89,153,48179,48313
89,157,48179,48321
89,162,48179,48331
89,170,48179,48347
89,171,48179,48349
89,173,48179,48353
89,174,48179,48355
89,178,48179,48363
89,179,48179,48365
89,181,48179,48369
89,183,48179,48373
89,194,48179,48395
89,197,48179,48401
89,199,48179,48405
89,201,48179,48409
89,202,48179,48411
89,211,48179,48429
89,224,48179,48455
89,225,48179,48457
89,228,48179,48463
89,229,48179,48465
89,231,48179,48469
89,235,48179,48477
89,236,48179,48479
89,237,48179,48481
89,239,48179,48485
89,240,48179,48487
89,241,48179,48489
90,96,48181,48193
90,105,48181,48211
90,106,48181,48213
90,111,48181,48223
90,119,48181,48239
90,131,48181,48265
90,138,48181,48281
90,140,48181,48285
90,141,48181,48287
90,174,48181,48355
90,177,48181,48361
90,179,48181,48365
90,209,48181,48425
90,217,48181,48441
90,231,48181,48469
90,239,48181,48485
90,245,48181,48497
90,246,48181,48499
90,248,48181,48503
91,122,48183,48245
91,148,48183,48303
91,151,48183,48309
91,170,48183,48347
91,173,48183,48353
91,174,48183,48355
91,184,48183,48375
91,217,48183,48441
91,231,48183,48469
91,239,48183,48485
91,240,48183,48487
92,101,48185,48203
92,109,48185,48219
92,113,48185,48227
92,127,48185,48255
92,139,48185,48283
92,143,48185,48291
92,144,48185,48293
92,146,48185,48297
92,151,48185,48309
92,153,48185,48313
92,197,48185,48401
92,204,48185,48415
92,233,48185,48473
92,235,48185,48477
92,236,48185,48479
93,125,48187,48251
93,128,48187,48257
93,161,48187,48329
93,166,48187,48339
93,216,48187,48439
93,243,48187,48493
94,103,48189,48207
94,107,48189,48215
94,108,48189,48217
94,109,48189,48219
94,112,48189,48225
94,113,48189,48227
94,114,48189,48229
94,122,48189,48245
94,127,48189,48255
94,133,48189,48271
94,134,48189,48273
94,143,48189,48291
94,144,48189,48293
94,151,48189,48309
94,153,48189,48313
94,157,48189,48321
94,170,48189,48347
94,173,48189,48353
94,174,48189,48355
94,183,48189,48373
94,197,48189,48401
94,199,48189,48405
94,202,48189,48411
94,219,48189,48445
94,221,48189,48449
94,225,48189,48457
94,228,48189,48463
94,229,48189,48465
94,236,48189,48479
94,237,48189,48481
94,241,48189,48489
95,98,48191,48197
95,103,48191,48207
95,123,48191,48247
95,124,48191,48249
95,137,48191,48279
95,149,48191,48305
95,158,48191,48323
95,185,48191,48377
95,192,48191,48391
95,206,48191,48419
95,210,48191,48427
95,215,48191,48437
95,224,48191,48455
95,249,48191,48505
96,105,48193,48211
96,111,48193,48223
96,217,48193,48441
96,246,48193,48499
96,248,48193,48503
97,98,48195,48197
97,116,48195,48233
97,135,48195,48275
97,142,48195,48289
97,196,48195,48399
97,200,48195,48407
97,238,48195,48483
98,135,48197,48275
98,137,48197,48279
98,142,48197,48289
98,149,48197,48305
98,150,48197,48307
98,163,48197,48333
98,165,48197,48337
98,168,48197,48343
98,181,48197,48369
98,189,48197,48385
98,196,48197,48399
98,200,48197,48407
98,214,48197,48435
98,224,48197,48455
98,238,48197,48483
99,147,48199,48299
100,105,48201,48211
100,119,48201,48239
100,148,48201,48303
100,174,48201,48355
100,208,48201,48423
100,216,48201,48439
100,217,48201,48441
100,222,48201,48451
100,235,48201,48477
100,239,48201,48485
101,106,48203,48213
101,109,48203,48219
101,113,48203,48227
101,118,48203,48237
101,119,48203,48239
101,122,48203,48245
101,126,48203,48253
101,127,48203,48255
101,133,48203,48271
101,139,48203,48283
101,141,48203,48287
101,146,48203,48297
101,151,48203,48309
101,153,48203,48313
101,159,48203,48325
101,160,48203,48327
101,174,48203,48355
101,179,48203,48365
101,181,48203,48369
101,194,48203,48395
101,197,48203,48401
101,201,48203,48409
101,202,48203,48411
101,204,48203,48415
101,222,48203,48451
101,225,48203,48457
101,231,48203,48469
101,233,48203,48473
101,235,48203,48477
102,104,48205,48209
102,223,48205,48453
103,107,48207,48215
103,109,48207,48219
103,112,48207,48225
103,114,48207,48229
103,123,48207,48247
103,124,48207,48249
103,134,48207,48273
103,136,48207,48277
103,137,48207,48279
103,144,48207,48293
103,149,48207,48305
103,157,48207,48321
103,158,48207,48323
103,171,48207,48349
103,173,48207,48353
103,178,48207,48363
103,183,48207,48373
103,185,48207,48377
103,192,48207,48391
103,199,48207,48405
103,201,48207,48409
103,206,48207,48419
103,210,48207,48427
103,215,48207,48437
103,219,48207,48445
103,228,48207,48463
103,229,48207,48465
103,236,48207,48479
103,237,48207,48481
103,240,48207,48487
103,241,48207,48489
103,249,48207,48505
103,250,48207,48507
104,125,48209,48251
104,161,48209,48329
104,166,48209,48339
104,176,48209,48359
104,223,48209,48453
104,243,48209,48493
105,111,48211,48223
105,119,48211,48239
105,141,48211,48287
105,148,48211,48303
105,174,48211,48355
105,208,48211,48423
105,216,48211,48439
105,217,48211,48441
105,245,48211,48497
106,108,48213,48217
106,111,48213,48223
106,115,48213,48231
106,119,48213,48239
106,141,48213,48287
106,142,48213,48289
106,151,48213,48309
106,162,48213,48331
106,168,48213,48343
106,173,48213,48353
106,174,48213,48355
106,177,48213,48361
106,178,48213,48363
106,179,48213,48365
106,194,48213,48395
106,197,48213,48401
106,201,48213,48409
106,202,48213,48411
106,211,48213,48429
106,224,48213,48455
106,226,48213,48459
106,230,48213,48467
106,231,48213,48469
106,235,48213,48477
106,237,48213,48481
106,239,48213,48485
106,245,48213,48497
106,246,48213,48499
107,109,48215,48219
107,112,48215,48225
107,113,48215,48227
107,114,48215,48229
107,122,48215,48245
107,124,48215,48249
107,134,48215,48273
107,137,48215,48279
107,143,48215,48291
107,144,48215,48293
107,157,48215,48321
107,158,48215,48323
107,170,48215,48347
107,171,48215,48349
107,173,48215,48353
107,178,48215,48363
107,183,48215,48373
107,185,48215,48377
107,192,48215,48391
107,199,48215,48405
107,201,48215,48409
107,206,48215,48419
107,210,48215,48427
107,215,48215,48437
107,219,48215,48445
107,221,48215,48449
107,228,48215,48463
107,229,48215,48465
107,236,48215,48479
107,237,48215,48481
107,241,48215,48489
107,249,48215,48505
107,250,48215,48507
108,109,48217,48219
108,115,48217,48231
108,136,48217,48277
108,137,48217,48279
108,143,48217,48291
108,151,48217,48309
108,168,48217,48343
108,170,48217,48347
108,171,48217,48349
108,173,48217,48353
108,174,48217,48355
108,178,48217,48363
108,179,48217,48365
108,183,48217,48373
108,197,48217,48401
108,201,48217,48409
108,211,48217,48429
108,215,48217,48437
108,231,48217,48469
108,237,48217,48481
109,112,48219,48225
109,113,48219,48227
109,114,48219,48229
109,122,48219,48245
109,124,48219,48249
109,127,48219,48255
109,134,48219,48273
109,137,48219,48279
109,139,48219,48283
109,143,48219,48291
109,144,48219,48293
109,151,48219,48309
109,157,48219,48321
109,158,48219,48323
109,170,48219,48347
109,171,48219,48349
109,173,48219,48353
109,174,48219,48355
109,178,48219,48363
109,181,48219,48369
109,183,48219,48373
109,194,48219,48395
109,197,48219,48401
109,199,48219,48405
109,201,48219,48409
109,202,48219,48411
109,215,48219,48437
109,219,48219,48445
109,221,48219,48449
109,225,48219,48457
109,228,48219,48463
109,229,48219,48465
109,231,48219,48469
109,236,48219,48479
109,237,48219,48481
109,240,48219,48487
109,241,48219,48489
109,249,48219,48505
110,125,48221,48251
110,166,48221,48339
110,176,48221,48359
110,180,48221,48367
110,187,48221,48381
110,242,48221,48491
110,243,48221,48493
111,116,48223,48233
111,138,48223,48281
111,141,48223,48287
111,152,48223,48311
111,165,48223,48337
111,177,48223,48361
111,179,48223,48365
111,200,48223,48407
111,205,48223,48417
111,211,48223,48429
111,217,48223,48441
111,230,48223,48467
111,245,48223,48497
111,246,48223,48499
111,248,48223,48503
112,113,48225,48227
112,122,48225,48245
112,124,48225,48249
112,134,48225,48273
112,143,48225,48291
112,144,48225,48293
112,151,48225,48309
112,157,48225,48321
112,170,48225,48347
112,171,48225,48349
112,173,48225,48353
112,178,48225,48363
112,183,48225,48373
112,194,48225,48395
112,197,48225,48401
112,199,48225,48405
112,201,48225,48409
112,219,48225,48445
112,225,48225,48457
112,228,48225,48463
112,229,48225,48465
112,236,48225,48479
112,237,48225,48481
112,240,48225,48487
112,241,48225,48489
113,115,48227,48231
113,122,48227,48245
113,127,48227,48255
113,133,48227,48271
113,134,48227,48273
113,139,48227,48283
113,143,48227,48291
113,144,48227,48293
113,151,48227,48309
113,153,48227,48313
113,157,48227,48321
113,170,48227,48347
113,173,48227,48353
113,174,48227,48355
113,183,48227,48373
113,194,48227,48395
113,197,48227,48401
113,202,48227,48411
113,204,48227,48415
113,225,48227,48457
113,229,48227,48465
113,233,48227,48473
113,235,48227,48477
113,236,48227,48479
114,124,48229,48249
114,134,48229,48273
114,137,48229,48279
114,144,48229,48293
114,157,48229,48321
114,158,48229,48323
114,183,48229,48373
114,185,48229,48377
114,206,48229,48419
114,210,48229,48427
114,215,48229,48437
114,219,48229,48445
114,221,48229,48449
114,228,48229,48463
114,229,48229,48465
114,236,48229,48479
114,241,48229,48489
114,249,48229,48505
114,250,48229,48507
115,119,48231,48239
115,143,48231,48291
115,151,48231,48309
115,170,48231,48347
115,174,48231,48355
115,194,48231,48395
115,197,48231,48401
115,222,48231,48451
115,225,48231,48457
115,235,48231,48477
115,239,48231,48485
116,135,48233,48275
116,142,48233,48289
116,150,48233,48307
116,152,48233,48311
116,163,48233,48333
116,165,48233,48337
116,168,48233,48343
116,169,48233,48345
116,196,48233,48399
116,200,48233,48407
116,230,48233,48467
116,238,48233,48483
116,246,48233,48499
116,248,48233,48503
117,186,48235,48379
117,220,48235,48447
118,119,48237,48239
118,126,48237,48253
118,127,48237,48255
118,139,48237,48283
118,146,48237,48297
118,153,48237,48313
118,159,48237,48325
118,160,48237,48327
118,164,48237,48335
118,194,48237,48395
118,197,48237,48401
118,202,48237,48411
118,204,48237,48415
118,222,48237,48451
118,233,48237,48473
118,234,48237,48475
118,235,48237,48477
119,126,48239,48253
119,141,48239,48287
119,151,48239,48309
119,159,48239,48325
119,160,48239,48327
119,174,48239,48355
119,179,48239,48365
119,181,48239,48369
119,194,48239,48395
119,197,48239,48401
119,202,48239,48411
119,204,48239,48415
119,217,48239,48441
119,222,48239,48451
119,226,48239,48459
119,231,48239,48469
119,235,48239,48477
119,245,48239,48497
119,246,48239,48499
120,136,48241,48277
120,189,48241,48385
120,199,48241,48405
120,240,48241,48487
121,155,48243,48317
121,188,48243,48383
121,207,48243,48421
121,247,48243,48501
122,127,48245,48255
122,134,48245,48273
122,139,48245,48283
122,143,48245,48291
122,144,48245,48293
122,151,48245,48309
122,153,48245,48313
122,157,48245,48321
122,170,48245,48347
122,173,48245,48353
122,174,48245,48355
122,183,48245,48373
122,184,48245,48375
122,194,48245,48395
122,197,48245,48401
122,201,48245,48409
122,202,48245,48411
122,219,48245,48445
122,221,48245,48449
122,228,48245,48463
122,229,48245,48465
122,231,48245,48469
122,236,48245,48479
122,237,48245,48481
122,239,48245,48485
122,240,48245,48487
123,124,48247,48249
123,137,48247,48279
123,149,48247,48305
123,158,48247,48323
123,185,48247,48377
123,192,48247,48391
123,206,48247,48419
123,210,48247,48427
123,215,48247,48437
123,224,48247,48455
123,228,48247,48463
123,241,48247,48489
123,249,48247,48505
123,250,48247,48507
124,134,48249,48273
124,137,48249,48279
124,144,48249,48293
124,149,48249,48305
124,157,48249,48321
124,158,48249,48323
124,162,48249,48331
124,171,48249,48349
124,173,48249,48353
124,178,48249,48363
124,183,48249,48373
124,185,48249,48377
124,192,48249,48391
124,199,48249,48405
124,201,48249,48409
124,206,48249,48419
124,210,48249,48427
124,215,48249,48437
124,219,48249,48445
124,224,48249,48455
124,228,48249,48463
124,229,48249,48465
124,236,48249,48479
124,237,48249,48481
124,240,48249,48487
124,241,48249,48489
124,249,48249,48505
124,250,48249,48507
125,128,48251,48257
125,147,48251,48299
125,161,48251,48329
125,166,48251,48339
125,176,48251,48359
125,180,48251,48367
125,216,48251,48439
125,243,48251,48493
125,245,48251,48497
126,146,48253,48297
126,164,48253,48335
126,167,48253,48341
126,175,48253,48357
126,202,48253,48411
126,204,48253,48415
126,234,48253,48475
126,244,48253,48495
127,133,48255,48271
127,139,48255,48283
127,143,48255,48291
127,146,48255,48297
127,151,48255,48309
127,153,48255,48313
127,159,48255,48325
127,174,48255,48355
127,182,48255,48371
127,191,48255,48389
127,197,48255,48401
127,202,48255,48411
127,204,48255,48415
127,222,48255,48451
127,225,48255,48457
127,233,48255,48473
127,235,48255,48477
127,236,48255,48479
128,145,48257,48295
128,147,48257,48299
128,161,48257,48329
128,176,48257,48359
128,216,48257,48439
128,226,48257,48459
128,243,48257,48493
128,245,48257,48497
129,195,48259,48397
130,138,48263,48281
130,147,48263,48299
130,165,48263,48337
130,169,48263,48345
130,177,48263,48361
130,212,48263,48431
130,230,48263,48467
130,246,48263,48499
130,248,48263,48503
131,217,48265,48441
132,189,48267,48385
132,238,48267,48483
133,139,48271,48283
133,146,48271,48297
133,154,48271,48315
133,164,48271,48335
133,191,48271,48389
133,202,48271,48411
133,204,48271,48415
133,234,48271,48475
133,236,48271,48479
133,244,48271,48495
134,143,48273,48291
134,144,48273,48293
134,157,48273,48321
134,170,48273,48347
134,171,48273,48349
134,173,48273,48353
134,178,48273,48363
134,183,48273,48373
134,199,48273,48405
134,215,48273,48437
134,219,48273,48445
134,225,48273,48457
134,228,48273,48463
134,229,48273,48465
134,236,48273,48479
134,237,48273,48481
134,241,48273,48489
134,249,48273,48505
134,250,48273,48507
135,149,48275,48305
135,150,48275,48307
135,163,48275,48333
135,189,48275,48385
135,196,48275,48399
135,200,48275,48407
135,238,48275,48483
136,137,48277,48279
136,149,48277,48305
136,150,48277,48307
136,173,48277,48353
136,178,48277,48363
136,183,48277,48373
136,189,48277,48385
136,192,48277,48391
136,199,48277,48405
136,201,48277,48409
136,224,48277,48455
136,228,48277,48463
136,231,48277,48469
136,237,48277,48481
136,240,48277,48487
137,144,48279,48293
137,149,48279,48305
137,157,48279,48321
137,158,48279,48323
137,162,48279,48331
137,163,48279,48333
137,168,48279,48343
137,171,48279,48349
137,173,48279,48353
137,178,48279,48363
137,183,48279,48373
137,185,48279,48377
137,192,48279,48391
137,199,48279,48405
137,201,48279,48409
137,206,48279,48419
137,210,48279,48427
137,215,48279,48437
137,219,48279,48445
137,221,48279,48449
137,224,48279,48455
137,228,48279,48463
137,229,48279,48465
137,237,48279,48481
137,240,48279,48487
137,241,48279,48489
137,249,48279,48505
137,250,48279,48507
138,147,48281,48299
138,152,48281,48311
138,165,48281,48337
138,169,48281,48345
138,177,48281,48361
138,212,48281,48431
138,230,48281,48467
138,245,48281,48497
138,246,48281,48499
138,248,48281,48503
139,143,48283,48291
139,146,48283,48297
139,151,48283,48309
139,153,48283,48313
139,159,48283,48325
139,182,48283,48371
139,197,48283,48401
139,202,48283,48411
139,204,48283,48415
139,233,48283,48473
139,235,48283,48477
139,236,48283,48479
140,141,48285,48287
140,177,48285,48361
140,179,48285,48365
140,217,48285,48441
140,231,48285,48469
141,151,48287,48309
141,159,48287,48325
141,162,48287,48331
141,174,48287,48355
141,179,48287,48365
141,181,48287,48369
141,194,48287,48395
141,197,48287,48401
141,201,48287,48409
141,202,48287,48411
141,217,48287,48441
141,230,48287,48467
141,231,48287,48469
141,235,48287,48477
141,245,48287,48497
141,246,48287,48499
142,154,48289,48315
142,162,48289,48331
142,163,48289,48333
142,165,48289,48337
142,168,48289,48343
142,179,48289,48365
142,196,48289,48399
142,200,48289,48407
142,230,48289,48467
142,248,48289,48503
143,144,48291,48293
143,151,48291,48309
143,153,48291,48313
143,157,48291,48321
143,170,48291,48347
143,171,48291,48349
143,173,48291,48353
143,174,48291,48355
143,178,48291,48363
143,183,48291,48373
143,194,48291,48395
143,197,48291,48401
143,199,48291,48405
143,219,48291,48445
143,225,48291,48457
143,228,48291,48463
143,229,48291,48465
143,236,48291,48479
143,237,48291,48481
143,239,48291,48485
143,241,48291,48489
144,157,48293,48321
144,158,48293,48323
144,170,48293,48347
144,171,48293,48349
144,173,48293,48353
144,178,48293,48363
144,183,48293,48373
144,197,48293,48401
144,199,48293,48405
144,215,48293,48437
144,219,48293,48445
144,225,48293,48457
144,228,48293,48463
144,229,48293,48465
144,236,48293,48479
144,237,48293,48481
144,240,48293,48487
144,241,48293,48489
144,249,48293,48505
144,250,48293,48507
145,147,48295,48299
146,153,48297,48313
146,159,48297,48325
146,160,48297,48327
146,164,48297,48335
146,194,48297,48395
146,197,48297,48401
146,202,48297,48411
146,204,48297,48415
146,233,48297,48473
146,234,48297,48475
146,235,48297,48477
147,177,48299,48361
147,216,48299,48439
147,226,48299,48459
147,245,48299,48497
148,174,48303,48355
148,208,48303,48423
148,217,48303,48441
148,222,48303,48451
148,235,48303,48477
148,239,48303,48485
149,150,48305,48307
149,158,48305,48323
149,162,48305,48331
149,163,48305,48333
149,168,48305,48343
149,178,48305,48363
149,185,48305,48377
149,192,48305,48391
149,201,48305,48409
149,206,48305,48419
149,210,48305,48427
149,215,48305,48437
149,224,48305,48455
149,237,48305,48481
149,249,48305,48505
150,162,48307,48331
150,163,48307,48333
150,165,48307,48337
150,168,48307,48343
150,189,48307,48385
150,196,48307,48399
150,224,48307,48455
150,238,48307,48483
150,248,48307,48503
151,153,48309,48313
151,157,48309,48321
151,159,48309,48325
151,170,48309,48347
151,173,48309,48353
151,174,48309,48355
151,178,48309,48363
151,183,48309,48373
151,194,48309,48395
151,197,48309,48401
151,201,48309,48409
151,202,48309,48411
151,204,48309,48415
151,217,48309,48441
151,222,48309,48451
151,225,48309,48457
151,231,48309,48469
151,235,48309,48477
151,237,48309,48481
151,239,48309,48485
152,238,48311,48483
153,174,48313,48355
153,182,48313,48371
153,194,48313,48395
153,197,48313,48401
153,202,48313,48411
153,204,48313,48415
153,225,48313,48457
153,233,48313,48473
153,235,48313,48477
154,190,48315,48387
154,200,48315,48407
154,224,48315,48455
154,244,48315,48495
155,188,48317,48383
155,207,48317,48421
156,188,48319,48383
156,207,48319,48421
157,158,48321,48323
157,170,48321,48347
157,171,48321,48349
157,173,48321,48353
157,174,48321,48355
157,178,48321,48363
157,183,48321,48373
157,184,48321,48375
157,192,48321,48391
157,194,48321,48395
157,197,48321,48401
157,199,48321,48405
157,201,48321,48409
157,206,48321,48419
157,219,48321,48445
157,221,48321,48449
157,224,48321,48455
157,228,48321,48463
157,229,48321,48465
157,231,48321,48469
157,236,48321,48479
157,237,48321,48481
157,240,48321,48487
157,241,48321,48489
157,249,48321,48505
158,185,48323,48377
158,192,48323,48391
158,199,48323,48405
158,206,48323,48419
158,210,48323,48427
158,215,48323,48437
158,219,48323,48445
158,228,48323,48463
158,229,48323,48465
158,236,48323,48479
158,241,48323,48489
158,249,48323,48505
158,250,48323,48507
159,160,48325,48327
159,174,48325,48355
159,179,48325,48365
159,181,48325,48369
159,194,48325,48395
159,197,48325,48401
159,202,48325,48411
159,204,48325,48415
159,222,48325,48451
159,231,48325,48469
159,235,48325,48477
160,181,48327,48369
160,194,48327,48395
160,202,48327,48411
160,204,48327,48415
160,214,48327,48435
160,227,48327,48461
161,166,48329,48339
161,176,48329,48359
161,216,48329,48439
161,223,48329,48453
161,243,48329,48493
162,163,48331,48333
162,168,48331,48343
162,173,48331,48353
162,178,48331,48363
162,179,48331,48365
162,183,48331,48373
162,192,48331,48391
162,194,48331,48395
162,197,48331,48401
162,201,48331,48409
162,211,48331,48429
162,224,48331,48455
162,231,48331,48469
162,237,48331,48481
163,165,48333,48337
163,168,48333,48343
163,179,48333,48365
163,181,48333,48369
163,189,48333,48385
163,196,48333,48399
163,200,48333,48407
163,201,48333,48409
163,224,48333,48455
163,230,48333,48467
163,238,48333,48483
163,246,48333,48499
163,248,48333,48503
164,175,48335,48357
164,191,48335,48389
164,203,48335,48413
164,204,48335,48415
164,233,48335,48473
164,234,48335,48475
164,244,48335,48495
165,168,48337,48343
165,169,48337,48345
165,179,48337,48365
165,196,48337,48399
165,200,48337,48407
165,230,48337,48467
165,238,48337,48483
165,245,48337,48497
165,246,48337,48499
165,248,48337,48503
166,176,48339,48359
166,180,48339,48367
166,187,48339,48381
166,216,48339,48439
166,223,48339,48453
166,243,48339,48493
167,175,48341,48357
167,204,48341,48415
168,172,48343,48351
168,178,48343,48363
168,179,48343,48365
168,181,48343,48369
168,192,48343,48391
168,194,48343,48395
168,196,48343,48399
168,200,48343,48407
168,201,48343,48409
168,224,48343,48455
168,230,48343,48467
168,246,48343,48499
169,230,48345,48467
169,246,48345,48499
169,248,48345,48503
170,171,48347,48349
170,173,48347,48353
170,174,48347,48355
170,178,48347,48363
170,183,48347,48373
170,184,48347,48375
170,219,48347,48445
170,225,48347,48457
